comment,label
Beautiful!,0
"I don’t know why, but the first song reminds me of Studio Ghibli films.",0
"Hey guys,i'm just a random guy from indonesia, i really wanna go traveling around the world i'm 23.now still working on it hopefully next time i comment on this video i aready go to many places and country wish you all the best thanks.",0
"Good morning, also stayed for the comments :) today is monday... the final monday before our christmas break! i hope today goes smoothly~ :) merry christmas",0
"Sipping a warm drink like a coffee in the cool surrounding is just a bliss for whom they are going the toughest times.. In Addition, the Most Soft Evening Routine, We can say is 1. Read a book 2. Sip a warm drink (Coffee) 3. Light a candle 4. Pamper your skin 5. Unwind your mind 6. Put on cozy pajamas If you like this routine, just try it out simply whenever you can and let me know by liking as you are gonna try..",0
"Greetings from Buenos Aires, Argentina. Drinking mate not coffee, but the feeling is just the same. That Inner Peace track is just a sweet piece of music, it made my soul happy. Thank you OP for this and greetings to everyone out there. Don't forget about this stuff when our governments get us into wars. We are the people from that other place, and this is proof we can all get along just fine. Peace!",0
"hello. its 12:35 from messian italy, i am starting a new life, and its so hard, studing in second language, far from my family, have no enough money, even not good house, and i just play this and read some comments, and now i am happy that i started my journey even with this hard feeling and face to my fears .. i hope i will be back in this playlist next month with happier situation and warmer heart. hope the best for you all",0
"Good morning to every beautiful soul here !! It's 8:33 in a small apartment in a big city, I've just had breakfast and I'm watching my two kittens skitter around the place while I have tea. I intended to listen to this while I work on my last art commission of the week, but I was drawn down to the comments and ended up doing more reading than drawing. I love all the wonderful little moments y'all have shared here. ^_^",0
"Good morning from Arizona 🌥 May God bless everyone in this comment section, shower those hurting with healing, reign peace over the anxious, and continue to connect our souls with whom we're supposed to meet 🤎",0
"Good morning everyone! It's actually noon in Izmir, Turkey because i overslept- again. I was feeling bad about it and blaming myself for sleeping this much. But I've been having a hard time lately as I graduated and having a gap year, not knowing what to do next. I had to left the city i studied, Istanbul, and I miss there so much. But reading these comments, I once again realized that all of us deal with different things at different stages of our lives. So, it's okey to feel left behind and feel like we don't know what to do with our lives. It's just a state, it'll pass. Have a lovely day everyone, and don't forget to be grateful for little beautiful things you have in your life 🍁🧡",0
"Hello from Rome, many blessings to all of you 🥰",0
Good Morning from United States. It’s a Friday morning and it’s snowing outside. I just woke up and made myself a cup of hot water to sip on for sometime before I get ready and leave for work. Might take an early day off to relax a bit and spend some time with my friend’s cat that I have been pet sitting this month. 😊,0
"I've put this playlist on because I'm trying to drown out the extremely loud banging coming from the construction next door😭🫠🫠 it's the morning and I usually love to spend it quietly drinking my tea/coffee, reading a book and listening to music like this. But that construction is so loud it wakes me up everyday🥲 I haven't had a peaceful morning in weeks. Hopefully it'll finish soon😭",0
"Good morning, I live in the Czech Republic. My flat is a complete mess right now, it looks like a raccoon lives here. I am a lawyer and I really don't want to work this morning... I will try to make coffee in my messy kitchen, and sit at my computer to finish reviewing stupid contracts. It's friday, and next week I am going on vacation, that makes it at least a bit easier.",0
"Good morning from Germany! Yesterday, I successfully defended my master's thesis, I'm still overwhelmed and exhausted from the last few months, but I have to work today. So this playlist helps me waking up and gaining energy for today! Hope everybody who reads this has an amazing day <3",0
"Good morning from Dubai. It's Friday and although I'm very grateful for my busy week, I'm glad I'll finally be able to rest and relax in few hours. Sipping my coffee now and getting ready for work. Have an awesome Friday everyone and enjoy yalls weekend 💖",0
"Good morning from Nepal. It's getting colder here. I'm studying with this playlist. For everyone, wear warm clothes, drink gallons of coffee ☕, and do what your soul wants today. Merry Christmas, everyone🎄",0
"Good morning from Philippines. It's 7:01 right now when I'm typing this. Last night I have a terrible migraine which happens most of the time. But today, I woke up with a head clear of pain. I decided to have a morning bed yoga, and searched for a playlist to start my day, and this came up. I stretched and swayed my arms like painting in the air in sync with the music. When I checked the comments, I saw all the beautiful morning greetings from around the world. Thank you, it feels like waking up from a warm hug. May you all have the best week ahead! 🐧✨",0
"i hate this song, i might be the only dislike on it but idc.😂😂😂",0
"Jennifer's Body is a 2009 American comedy horror film directed by Karyn Kusama and written by Diablo Cody. Starring Megan Fox, Amanda Seyfried, Johnny Simmons, J. K. Simmons, Amy Sedaris, and Adam Brody, the film follows Jennifer Check (Fox), a demonically possessed high school student who kills her male classmates and devours their flesh in order to survive, while her bookworm best friend Anita ""Needy"" Lesnicki (Seyfried) must find a way to end her killing spree. 🤘💀🖤",0
I am just having fun.. you need to stop being.. psychotic.. and stalkers.. mind your own business.,0
I like this one,0
"I have no control over the Battle of Armageddon, Good vs Evil. But.. I am admonishing my Army not to hunt down innocent civilians and celebrities such as Mac Miller, John Mayer, Timothée Chalamet, Daniel Day-Lewis and Madison Beer.",0
And men think they are in charge 😂,0
Wait Im hella confused.. someone explain the mv to me plzzzz,0
I don’t speak girl shit,0
3:54 sneak in of the next song,0
I feel bad for the man,0
She definitely needs him 🤣,0
❤ that's pretty nice especially on my new phone,0
She reminds me of my ex,0
:eyes-pink-heart-shape::eyes-pink-heart-shape::eyes-pink-heart-shape::eyes-pink-heart-shape:,0
Happen sea open economy admit law.,0
Seizure warning for the love of god what the fuck? 1:17,0
I live for the lesbian couple murder wives vibes in this video,0
This is so Jennifer's Body,0
If kill my ex was a person,0
Temu Megan fox but still hot,0
What drug did she put in here,0
you're now my favorite artist ❤,0
"He looks a little little bit like young Johnny Depp. Anyway his expressions look great, he looks hypnotized by her beauty",0
Jennifer's body classic❤❤❤❤,0
"I, I, I wanna feel, feel, feel Wanna taste, taste, taste, wanna get you going I, I, I wanna lay, lay, lay Wanna string, string, string, wanna make you mine Step inside my mind, you can see the shrine Got you on my walls, believe it Baby, don't be scared, want you everywhere Catch you if you fall, I mean it Closer I get Can you resist? It's relentless It's why I wanna feel the rush I wanna taste the crush, I wanna get you going I wanna lay you down I wanna string you out, I wanna make you mine I wanna feel the rush I wanna taste the crush, I wanna feel I wanna lay you down I wanna string you out, I wanna make you mine I, I, I wanna feel, feel, feel Wanna taste, taste, taste, wanna get you going I, I, I wanna lay, lay, lay Wanna string, string, string, wanna make you mine Make you mine (Can't you feel the rush?) (Can't you feel the rush?) (Can't you feel the rush?) Make you mine See it in my eyes, how they never lie Just a little bite, are you dreamin'? Now I got you up, would you look at us? Fantasy to life and I'm screaming, screaming Closer I get Can you resist? It's relentless It's why I wanna feel the rush I wanna taste the crush, I wanna get you going I wanna lay you down I wanna string you out, I wanna make you mine I wanna feel the rush I wanna taste the crush, I wanna feel I wanna lay you down I wanna string you out, I wanna make you mine I, I, I wanna feel, feel, feel Wanna taste, taste, taste, wanna get you going I, I, I wanna lay, lay, lay Wanna string, string, string, wanna make you mine I, I, I wanna feel, feel, feel Wanna taste, taste, taste, wanna get you going I, I, I wanna lay, lay, lay Wanna string, string, string, wanna make you mine Make you mine (Can't you feel the rush?) (Can't you feel the rush?) (Can't you feel the rush?) Make you mine",0
If they're doing a new Jennifer body movie they need to cast Maddison fr 😭,0
Jennifer’s body vibe for real,0
"The new Dior Addict perfume ad brought me here 😃 great song, it deserved to be bigger ❤",0
I I I hits different,0
Who's here because of Jisoo's Dior ad?,0
She should do a scary movie,0
Girl you did so good on this im obsessed with this song thanks for making this song 😊,0
Is it just me or dose she look like Leah Halton,0
"Jennifer's body, Megan Fox Movie",0
"The melody of this song is also from ""Goga - Bobi Boba""",0
So they were inspired by Jennifer's Body,0
what race is that?,0
she is so pretty,0
who's here after the Jisoo interaction?❤,0
Lilith and eve Lol,0
I heard it at the Victoria’s Secret show — anyone else feel the same way?,0
1:56 how i disociate when i talk with bae,0
I wish the guy i like to look at me like he s brainwashed😂😂,0
"At the end of the song, a 15-minute quote plays.",0
What’s up with the guy that died?,0
From Jisoo's story,0
This feel other decade not 2020s,0
"Oh, I get it. It's a joke movie of a comedy parody. What a disappointment.",0
"So, wait, is he a super hero?",0
The Studio + MCU = new level of fun for Disney+!,0
Idk man I got a feeling this will be a underrated sleeper,0
Looks garbage and a insult too the legendary wonder man .,0
Your process can go blow a spider 😂,0
thanks for more ai content,0
"Thanks, but no thanks",0
Why is the screen black?,0
I’m very confused and excited,0
"AWWWW! I was hoping that the woman saying ""Pretty sure he used to be a terrorist"" was Mish Wittrup! Not sure it is anymore.",0
"So, a not superhero show.",0
"Now that's a trailer. You set up the main characters, show a brief explanation of what we might see and then end it. Finally, dammit.",0
"Another case of race swapping because apparently Marvel doesn't like white male characters. Simon Williams is supposed to be white. Disney and Marvel are supposed to be good at storytelling of the modern myths under their care. Guess they are wrong on all three cases. As long as this company continues to hate me for how I was born, I will not hate it in return. But I will not give it my money.",0
Wait huh? So he really isn’t a superhero? I feel like I just watched the trailer for parks and rec 🤦🏽‍♂️,0
Bull from iron man 3 ahhhhh,0
No ones watching this,0
Why am I seeing this after 2 months,0
"Scarlet Witch fans, Just know, if Wanda does comeback - this is gonna be the dude that’s cracking her 😂😂 comic heads know what I’m talking about",0
"In the Prime MARVEL Universe (comics), Hunter the White Wolf is Black and he's T'Challa's, Shuri's & Jakarra's adopted sibling. In the MARVEL Cinematic Universe, the White Wolf is the Winter Soldier/James Buchanan ""Bucky"" Barnes.",0
"​@albertorojas4278 1) My point of reference is comics from first half of the 1990's. 2) Disney and Marvel have proven through behavior patterns and has been shown through reporting to be heavily biased against anything straight white male. 3) I find it equally important to not do race and gender swaps, no matter what direction it goes. Keep to the lore. Keep personal issues and politics out.",0
What is this junk?,0
"I agree with the comments, this is copying the movie Birdman. But super watered down and worse.",0
"im lost, errr, well, no thanks!",0
"They cancelled moon knight s2, allowed ironheart to be greenlit and she hulk & launch new characters now",0
How have I not seen or heard about this till just now,0
shoutout to Simon Templeman! (1:50),0
it is marvel flim ?😯,0
"A little on the nose, don't you think?",0
I think chang chi is in the movie,0
People on here keep making references to the latest Superman as if it was a good movie. I could barely remember the plot,0
“Everyone is tired of superheroes” - President of Boravia (he just doesn’t like Superman & the justice gang),0
The actor auditioned for a role to be an actor that auditions for a role 💀,0
Sooo… does anyone have superpowers?,0
"Moon Knight (S2) was never announced, let alone cancelled.",0
*flim film Wonder Man is a television miniseries.,0
It was indeed a better movie,0
"Watch, Wonder Man (January 27, 2026) to find out.",0
didn’t even know about this,0
This looks like an episode of the studio,0
I would say Steve Rogers is retired to Be Captain America In Avengers Endgame To Be Old,0
"Wow, this looks terrible",0
I know Marvel is doing better than Dcu..but why are they always taking actors from dcu? Obsessive behaviour,0
😒😒😒 no idea it is what,0
Bro what the heck is this 💀🥀,0
"1:57 haha it kinda looks like they kept a blooper in the trailer, I bet that guy ate a block of cheese before doing that scene",0
Why do I feel like it's not gonna be anything like the comic,0
Hold up.... LEO as in Leonardo Dicaprio is CANON in MCU?,0
So a movie only for Hollywood insiders? This will bomb,0
What's Kenya East doing here?,0
I'm acc so done with Marvel at this point. Just miss after miss after miss. They got the aim of a stormtrooper which is funny cause they can't even write them correctly,0
This looks so bad,0
That's what Von Kovak would say About Steve Rogers As Captain America In Avengers Endgame,0
What is wrong with Disney? 😔,0
DC Studios has casted actors that appeared in the MCU first as well.,0
0 people here watched the Watchmen show lol,0
Looks really boring,0
"Idk what to make of this but if bro nailed the audition, maybe? 🤷🏽‍♂️🤣",0
They fumbled not letting nathan fillion be wonderman,0
But dose he have any super powers what dose this have to do with marvel,0
"Who? What? When? Where? AND definitely, WHY? HOT MESS INCOMING~",0
"Idk what I just watched , did I watch ? Did it watch me? 🤷🏿‍♂️",0
Do you forgot about the moonknight?? finish that first,0
Wonder fail. How much of the same can the audience get excited formula. It is the same movie again and again,0
Beast should be here…,0
And the crowd goes mild,0
I'd rather watch Anthony Mackie fight Red Hulk again,0
How is this even a marvel show?? 😂,0
Is that guy from Superman? The president of boravia,0
Wow.. this isn’t anything how I thought “wonder man” from marvel would look.. does he have powers? Does he get them after he starts filming the part for the dude.. I’m confused and why would marvel intentionally do this to a black male lead……… this trailer was pretty underwhelming,0
i see the mandarin😂,0
"*dose does Watch, Wonder Man (January 27, 2026) to find out.",0
@albertorojas4278 I was joking because it’s the same actor,0
"@albertorojas4278 definitely gonna watch, just wondering why they’re intentionally putting out uninteresting trailers-",0
Jesus Christ. How have they STILL not learned their lesson?!,0
This Disney race swapping is ridiculous and to add this trailer was terrible. If this is the way they are taking this then its going to fail.,0
IWANT CRHIS EVANS BAKE IN DOOMSDAY AS STEVE ROGERS,0
one if you like a song,0
Hi guys! If you would like to see more of my day to day eating & training I’ve created a vlog channel :) https://youtube.com/@polinaartemenko?si=qn55XkhQNsFy65fT,0
"dunno how this is gonna work with my hernia surgery and pouch, but i am sick of my sagging stomach at 46 yrs been overweight since i was 13/14",0
Any video on fat gain and lean muscle? 4'11 here and way too skinny and short🥲,0
As a 4ft10 this is exactly what i need im 45 kg and still look fat my bmr is 980 calories,0
This is exactly what I needed as 5’2 girl I gain easily and loose hardly :(,0
"Btw, I can’t go to the gym, would home workouts be effective?",0
Ive been on a plataeu for 3 months now :(,0
how do students follow gym routines? I always end up skipping workouts or stress eat because of school...,0
"New subscriber I'm 5""2 I struggle to much because everyone around me are super tall. I can't be following what they do because im tiny. I'm they want to get thicker I would get fat and on me dosen't look nice on them they look great they look slim fit.🤷🏻‍♀️..I was 134 6 months ago. I'm now 122 but I need to get tone and work on building muscle. I'm doing hot yoga it's working, but my lower body shrinks faster than my stomach area. I wish I could have a flat stomach, a tiny waist, and grow my lower body.",0
This Ultimate Gym Workout Mix just helped me add 20lbs to my deadlift! Absolute FIRE! 🔥,0
"I wish you weren't posing in your comparison photo. We could've gotten a more realistic look at your transformation. But great job, it takes a lot of hardwork to lose skinny fat",0
"I'm 145 cm (4'9) and 47 kg (103,6 lb) and it's very difficult for me to lose weight. I'm at a healthy weight, but I look chubby and squished, despite of eating healthy and balanced foods :(",0
I will never understand why my torso and proximal limbs have visible fat but my calves are the most muscular shit Ive ever seen...,0
This advice is literally for ANY height. The height thing is really not as much as a variable as internet influencers make it out to be. This video is pretty misinformed and full of holes regarding the whole “pros and cons to being petite”. We don’t need more of this garbage circulating the internet.,0
very informative. thank you.,0
But I never go to gym,0
I'm 16 and I'm 4'11 I've been wanting to loss weight for a long time now I wanna know if its gonna work,0
"As a 5'2 woman in my 30s I went from an XXL to toned XS in 6 months in 2023, and maintained ever since. But I didn't do any of this :o I think this advice might be best for younger women, especially prior to having kids.",0
1:47 this actually makes me feel less guilty next time when i eat out and I don’t wanna overstuff myself just to finish everything. Thank you for the reminder❤,0
I've been in a deficit for 3 months but have not lost enough fat yet to go into a reveese diet...,0
I eat as if I were 2 m tall.. I'm 162 cm :( my appetite is huge,0
"Im 5'2 and have low hanging butt ,short torso ,lil chubby,i look like a drummm😂😢😭",0
5’3 boy but telling yall my results 🥲,0
What about pilates? I've tried weight training before and i feel it's just not for me,0
"I am 18 years old , I am 5 feet",0
Please do a video on reverse dieting 😊,0
is it ok to reach 10k steps for cardio even though im on a cut and wanting a more toned body?,0
"I'm 5'2.5"" 🙃 thank you for the knowledge!! ❤❤❤",0
"The TDEE calculator recommended 1,092 calories for my 'cutting' phase as a 5'3"" woman!! Taking that with a grain of salt LOL",0
Watching this as 4ft 11 inches,0
I'm petite 5'0ft and i am indeed full of stretch mark :((,0
"as a petite woman it really is eating less... you don't need to eat 3 meals a day. I eat 1-2. That's the only way I can lose weight, and no it's not unhealthy... we need less because we're smaller. A chihuhuhua doesn't eat the same amount of food as a german shepherd.",0
ok before starting watching the video i wanna say that you are soooo pretty,0
I’m a 30 year old mom looking to loose the baby weight. What did you do?,0
"ikr.. I was raised to finish my food and feel almost guilty if I cant, or I feel the need to eat it all now because we dont get regular breaks at my job!! I could prevent myself from getting hungry again for longer if I overate a bit so thats why I did that... or I dont want to deal with food waste or leftovers that go bad, especially in a country where many people are literally starving and youre lucky to have your basic needs met",0
"A lot of this weight loss shit about fasting and caloric deficit was made by studying men, it's outdated. Calories in calories out is how they thought bodies ran if it was a dumb machine, it doesn't account for the fact that the body is intelligent enough to partition 1900 calories differently depending on one's lifestyle. It doesn't account for the fact that your body does not LIKE having to make do with 1200 calories when the brain and your eyes can LITERALLY see we are living in an age of abundance. If you were in the middle of a desert with ZERO food and can only get 1200 calories, then your body will be forced to function on that but people underestimate the fact that we can literally order food and have it delivered, and we literally have stocked pantries 24/7. Your lizard brain WILL FIND A WAY to get you to eat the calories that it wants you to eat, and your willpower to resist it IS FINITE literally the hormone that controls motivation gets depleted, you will not be able to keep it up.",0
"As a 5'2"" woman who actually went from obese to XS in 6 months and has maintained for over two years now, a lot of what you're saying is utterly inaccurate. Even at my MOST active, the amount of calories you're saying we need to eat will cause me to rapidly regain weight and become obese again. Same is true of almost all small women unless they somehow have a magically fast metabolism.",0
I am 5'9 feet but I am still growing and 18years old boy😊,0
"I'm 150cm, which is 4'9"", and my calorie intake is 1379 to lose 0.25kg per week :(",0
"Hi, I am a woman, 20 percent of body fat, should I be in a caloric deficit,or have to gain muscle (I have some) and to be in a maintanance?",0
more on reverse dieting please!,0
I’m 5’0 119. I lost 10 lbs recently but want to go down to 109,0
Ah I’m 5’5 but I experience the same struggle,0
It feels weird that the average height is called petite (in the US),0
"Actually this is sad, I’m 154cm :(",0
"I always thought I was quite tall as my friends growing up were all about 5ft for some reason, so I always assumed my maintenance should be high. I’ve only just some to realise that I’m not tall and leggy I’m 5ft 4 and I’ve been struggling to be lean because I’m overeating 😢",0
I’m 4’11” apparently I’m screwed…,0
I'm 5 flat and very flabby 😢,0
"I'm 5'4 and have never been ""petite"" unless I was thin with no muscle.",0
"I’m 158cm, was always in the skinny side like 42-45kg, then i started to eat a lot in the hope of developing fat to become healthier and to look good to wear m sized clothes, I’m 50kg now and the fat developed only at my belly area 😂, although My body looks ideal but my belly fat starting to make me feel discomfort, like the rolls are quite showing and when i tried to bend i feel suffocated, trying to go back to my past diet but it’s hard cuz I’ve already accustomed to current diet, like if i ate less it won’t satisfy me and made me feel uneasy 😅",0
Thank you! As a 4'11 girlie who until recently believed cardio was the most important factor to losing weight and becoming toned.. this was something I needed to hear. I'm quite small but I was walking 2 hours every day + 20 minutes of intense cardio.. it wasn't sustainable.,0
watching as a 5’1 guy wish me luck,0
I don't want to lose weight. I want to lose the fat and gain it in muscle whilst retaining my weight (it's fine to weight more as well as long as it's in muscle). How would one approach this?,0
I just want to remove stomach fat. All of the other fat is very welcome. Especially in the higher and lower places.,0
You need a limb lengthing surgery for getting taller to 6'1feet,0
"4'10"" over here 👋🏻 let me ask you... If I haven't hit my goal within 16 weeks do you recommend I stay in a calorie deficit? I have about 50 pounds to lose. No way am I doing it in 16 weeks 😂 I go to the gym 2-4 times a week doing strength & conditioning, HIIT workouts and eat a high protein (.8-1g/lb), high fiber diet while maintaining a deficit but I'm stagnant.. not losing weight, just maintaining. It's defeating some days. And then on days like today where I find your video I feel justified that it's fricken hard out here for the shorties!!!!",0
"honestly I found it's way easier to do a body recomp (or even be in a surplus to gain muscle faster) first, and enter a cutting phase after that. I understand that some people don't want to look ""fatter"" as they actually progress but gaining muscle is easier in a surplus and losing fat is actually easier with more muscle mass as your maintenance calories are higher",0
"I’m 5’1 and since I started dating my boyfriend over 1.5 years ago, I’ve gained about 10 pounds but that 10 pounds showed up as an extra 3 inches on my waist and some fat buildup on my calves and arms. I only weight 110 but don’t think I look it right now. Hoping to tone up a bit",0
That’s how I’m 5’11 and 80kg and ppl still say I look slim,0
"I'm 5'8"" and keep having to lower and lower how much I eat. I can't lose any weight...",0
"i guess (?) me being an obese petite might show more weightloss with these tips since i have more to lose, but do i also do it for 16 weeks weeks and the reverse diet for 4-12 weeks, then start again for 16 weeks?",0
But that’s the thing when I’m super active I need way more food like I cannot function properly unless I eat a lot when I’m being super active so I actually ended up gaining weight so now I’m not very active and eat like one meal a day and tahts the only way I’ve lost weight,0
This video is filled with so much misinformation,0
I just love being short😂,0
"I’m 5’2, 22 years old and am awaiting a PCOS and Endometriosis diagnosis. I am the epitome of skinny fat. I will walk for miles and walk all the time, as well as trying to get a regular swimming routine. I HATE the gym and will never go (and to be honest hate exercise outside of walking and swimming) do you think adding Pilates, as well as going swimming 2-3 times a week with all my walking will help? I am a vegetarian who has recently found out I’m intolerant to gluten, so navigating that as well. Any advice is appreciated! :)",0
I'm 5 ft 4 in.. Where.. Where do I go??? 🥹,0
Ive just started my weight loss journey at 85kg and 5.3ft and the first thing i decided to do was swap out some of the foods i was normally eating for the healthier version of it and using myfitnesspal to document everything i was putting in to my body and i have to say before i started i was only eating 1900 calories a day anyways and the weight really was just going on without me even noticing being short can sometimes suck 😂,0
I am 4.8 very small want to lose only bodyfat!,0
THANK YOU! I’m a 4’11 Filipino girl and it’s a struggle 🥲,0
Your face kinda reminds me of Ana De Armas,0
I did slim and 6 and a while and I did slim up a little but not seeing as much as I want to I just wanna be more tone I’m 4’11 and I’m 19 I’ve been the same weight since I was younger and it is definitely harder to lose weight I have just been doing some lower ab workouts trying to slim my lower stomach more and midsection workouts on the elliptical. But I’m glad u said that about it being harder when ur shorter but also it’s so hard to stay on a diet,0
this is probably the most helpful and informative video i've ever watched about weight loss and motivated me more than ever thank you diva <3,0
"I'm 5'2, my girl-friend is 6'0. We've both gone up and down in weight. When we go up 12lbs, people start asking me if I'm pregnant, she just gets more 'boobielicious' looking. 😑",0
Will this work for short men as well cuz there’s nothing out there for us :1,0
I wish I were taller,0
Thank you for sharing! I've been on a deficit for a while and am no longer losing weight - But I have about 4 kgs to lose until I reach my ideal weight goal. I'll try the maintenance phase you're talking about with the high protein intake and weight lifting. 🧡,0
"Ughh the thing is I’m not sure if I’m 5’3 or 5’4 😭, as a 13 year old girl",0
It’s not fair bro,0
Can streath training count as biking?,0
Bad thing worse is we can only eat like 1200 calories. The only reason I would ever want to be taller is so I could eat more lol,0
"Great, Not only am i women and i lose fat slow anyway. i am also 5'2",0
I’m 4’8. and I HATE how hard it is for me to lose weight!! 😩😿,0
Fuck im 5’2 so thats why… i literally do omad and still fat. No carbs btw,0
"What makes this ""BEGINNER FRIENDLY""? 1. I used BASIC movements, that are not super complicated or hard 2. the movements REPEAT, giving you a chance to get used to them 3. a couple of BREAKS. The sequences are only between 2 or 4 minutes long. 4. includes warm up exercises 5. includes a cool down sequence in the end <3",0
How tf is this beginner bruh,0
"Today is 2025/12/24, i start my physical program with you. I’m almost 70kg. (69kg actually) Allow me to know how long I can keep and lose my weight until I’m 58kg.",0
How do u do the crunch with straight legs and the walk into plank,0
"I’ve been doing this for around 3 weeks and still can’t do 15 seconds of plank without dying, wtf?😭😭😭😭",0
"TOO MUCH SQUATS, its not everything about the ass SMH",0
"Can u do a ""periods"" time workout!? it's really gonna help.... Thank uh💜",0
"Pamela Reif hello Pamela, approximately how many calories should be burned after this ?",0
@olaidesogoye really depends on your level use your smart watch if you have i dont have,0
@olaidesogoye I figured it out in an online calculator and it should be around 200kcals give or take,0
is it ok to force myself on the first day? To finish the 20 minutes workout. I did up to 10 minutes and my leg gave up 😂 This is my first time.,0
"Nur HR dude you don’t do this type of exercise if it’s your first day. Pamela Reif is hardcore. Her moves may be basic in this video, but in no way is this a good beginner workout to do. If you’re just starting out you need modified moves and atleast 5-10 second breaks inbetween. She just made a much easier Ab workout with breaks last week so try that first or give yourself 10 seconds between reps if you’re going to do this.",0
Omg I just started my wellness journey!! I’m a beginner to everything but your workouts aren’t at all intimidating and I actually feel the burn!! I’m going to do this plus yoga everyday!! Love you and thanks for the motivation #momof5 #35 hope to look and feel amazing soon!!,0
"How often shoud I do this ?! @pamelareif (every day, all 2 days, once a week)💜💕💜💕",0
You got me a six pack your my new favourite YouTuber,0
@Kittycatsmasher how long did it take,0
Can you pleas do slim thigh workout,0
Need a intermediate / advanced version!! <3 thanks for your videos !,0
Pamela can you make a warm up video and belly flat workout video 👍👍💔,0
"@David LeSaffre it's working for me. It's very straightforward I thought. I have people commenting that I am looking more toned and I feel so much fitter. I only do this a few times a week and I also do walks and a little running. As a mum of five, I am slim trim and fitter and it feels great. Was able to do this all the way through first time I tried it. Not feeling the need to graduate from beginner's level though 😂",0
How many calories does this burn?,0
Thank you specialy it easy to do it before going to school i just need to wake up 20 min earlier . Wish me luck😉😉,0
@lyndabenba6895 you should wake up a shower time earlier too youll sweat as if you were under the rain,0
@lyndabenba6895 don't u need a shower after this as well ! I sure do haha xD,0
Could you do a waist workout?,0
thanks you so much for sharing this video . The first time try this so happy 😂 can't wait how the result .,0
"Hello this is the best beginning workout I've seen! :) I have a question about if the moves are too hard in the first couple of times I do this workout, can I take a longer break or do half the workout until I build up? Or will that make the workout not productive to do? Thanks much love ♥️",0
"David LeSaffre this is a free YouTube channel. She’s not your paid personal trainer. If you want that kind of guidance, maybe pay for it and don’t whine cos you can’t keep up with a YouTube video. Stop ruining it for people who don’t want a whiny YouTuber talking thru an entire video. You’re ruining it for the rest of us.",0
My arms are trembling.. though this is for beginners,0
@basmaatroz5563 she is german she doesnt know arabik to translate,0
Repeating is always good tho,0
I love your workout so much 💔💔,0
Yes finally I didn't pause in this one thank you I love all your work outs.,0
"Thanks to Pamela Reif, this is by far the best “light, yet good” workout out there! I have bad discs in my back & not much keeps them from flaring up in terms of a good mix for strengthening, cardio & full body workout — this one though is top level. Easy on the muscles, solid boost of heart rate throughout & worthwhile stretching at the end. I’d recommend this to anyone bored with the typical jog, walk, treadmill, weight lifting routine.",0
For the First time i has a huge „muskelkater“ 😜,0
Omg this was SO hard for me to do! But I am not going to stop watching this video until this video is easy to do! Thanks so much for something that is now apart of my daily routine and challenges me 🙌🏽,0
How many calories do you burn?,0
"Do you take real breaks during filming or do you film without stopping. Why do I ask? Well I start looking okay, but at the end there is big difference in my appearance. 😂 You on the other hand still look amazing at the end.",0
How many calories does it burn?,0
Pamela Reif its awesome dear thanks,0
Pamela Reif This has really helped me grow healthier 😉🥪🥬🥑🥦🦴 💪,0
oh my gosh! they were repeating. i was doing them all twice,0
"Can you make a thigh gap/slim thighs workout, please? Thank you 😘😍❤",0
All right but it's sill not quite for very very beginners ouch! 😄,0
when I get out of quarantine I'm gonna gave a 6 pack hopefully maybe,0
"Can you do a noob workout? Where I don’t die after every exercise please? I’m not even obese, I have a normal wait of 19 BMI but this work out is killing me",0
Pamela Reif do you know how many calories are burned in this video ?,0
I appreciate the fact that you created a workout video for beginners. But the moves are kinda complicated and hard.,0
How many calories would you think this workout burns off hand? :),0
"This literally answers all my questions I was asking before I came to the comments. I got up to attempt a squat (something I've always said I couldn't do) and I was successful. I could feel it working with the three squats I did. I don't think I did it properly, but I know that with practice, I'll get it. I'm gonna use this in the morning as my first workout in my 30 day walking challenge.",0
Need more back works to your collection please,0
"thank you for the simple and uncomplicated exercises, thank you Pamela you are so Beautiful",0
Is this a hiit workout?,0
"The best workout for beginners, thankyou",0
Thank you for this nice Workouts 💗,0
"@David LeSaffre who the fuck you are to judge the people?if u don't like her videos, scroll it up!!!idiot",0
Yes but what about people with limited range of motion?,0
"@cheers2023 what’s that supposed to mean , limited range motion?",0
"thank you, you made me lose weight A LOT and i got a lot stronger",0
So cozy and warm ☕✨ Exactly the kind of vibe that makes everything feel calm and comfortable.,0
"I live in Algeria, and every morning I go up to the rooftop, smoke a cigarette, and listen to “It’s Just Business Darling.” But today, I found this new track and… wow! It gave me such a good vibe I started dancing alone. This song makes me want to sing in English! Thank you for this gem.❤",0
❤❤❤ from Athens Greece 🙏🙏🙏,0
hii I want to ask the song name of 56:53 cuz i couldn't find it on apple music :(,0
Do you have this on Spotify?,0
"If you happened to scroll by and read this comment, believe that it’s not a coincidence. The universe is trying to send you a little bit of luck and positive energy. I wish that everything you do in the coming days goes smoothly, your work flows with ease, money comes in effortlessly, and joy finds its way to you continuously. Today is definitely going to be a beautiful day for you ✨🍀 May a little extra luck follow you for the rest of the day.",0
Can I know the name of the song starting from 03:04? Is it on spotify? Thanks,0
An hour later I felt sick. It was too sweet and monotonous.,0
Is there a possibility to buy a cd with this music?,0
"Thanks for listening, have a lovely day ❤️",0
